310 8 2 -1
311 8 2 -1
312 4 -1 9
313 7 3 -1
314 0 5 1
315 2 1 1
316 -10 1 4
317 2 3 -9
318 -6 5 1
319 -4 5 -2
320 1 4 7
321 -2 -5 6
322 0 -9 -6
323 -8 0 -4
324 3 7 -2
325 -2 8 -2
326 2 1 -2
327 -7 -3 -2
328 2 2 2
329 5 -4 -5
330 -4 -2 -6
331 0 -10 -7
332 -8 -1 -6
333 8 -2 -7
334 -2 1 10
335 -2 -6 7
336 -9 -6 0
337 -7 -1 5
338 1 -9 -1
339 6 4 1
340 -10 4 -1
341 3 7 -3
342 -9 -3 -4
343 2 -7 -3
344 -7 1 0
345 -2 -1 4
346 -3 0 7
347 1 6 3
348 -5 7 0
349 6 -4 2
350 -3 1 9
351 -6 -2 -8
352 6 -4 2
353 4 1 -9
354 -6 9 0
355 0 -3 -5
356 -5 0 -1
357 -4 0 7
358 -9 10 0
359 -10 -3 -2
360 7 2 -1
361 -8 -9 -1
362 0 7 -4
363 -2 5 -1
364 4 0 4
365 2 6 1
366 1 -5 2
367 4 9 0
368 -9 -1 -6
369 0 -9 5
370 7 4 -1
371 -4 1 2
372 2 -4 2
373 0 3 10
374 2 3 7
375 -4 -3 4
376 -1 1 7
377 -1 -8 -4
378 5 -1 -9
379 -2 -4 4
380 2 -4 5
381 6 5 -2
382 -3 -6 2
383 0 8 1
384 0 -6 -7
385 -3 -3 -10
386 2 0 -9
387 -8 0 -10
388 10 2 0
389 -2 6 -8
390 3 1 -7
391 -2 -7 8
392 2 -7 -2
393 -3 -1 -1
394 1 -5 6
395 -4 -1 -7
396 -2 6 -7
397 -1 1 9
398 -4 -4 -7
399 -4 3 -4
400 5 -8 0
401 2 -3 -10
402 8 1 -3
403 0 8 10
404 -5 -1 6
405 -9 -3 -5
406 9 -5 -1
407 -4 -2 -7
408 -7 -2 8
409 -4 -3 8
410 -8 2 2
411 -3 -2 -3
412 -5 -1 -8
413 -7 0 7
414 -1 10 -6
415 -4 -3 3
416 -8 0 -1
417 -4 -2 7
418 5 1 4
419 10 7 0
420 1 -5 10
421 0 -1 9
422 -8 -6 1
423 0 7 0
424 4 -1 3
425 -6 1 9
426 -4 -5 -3
427 -1 7 5
428 3 0 -7
429 -3 0 -9
430 -3 6 5
431 5 0 1
432 -10 2 2
433 6 -6 1
434 8 1 -7
435 6 -3 3
436 4 -4 3
437 -7 5 -2
438 -7 0 -6
439 -5 2 3
440 -5 2 -9
441 2 4 2
442 -3 0 4
443 10 4 -1
444 5 -2 2
445 8 -2 -1
446 -8 -3 1
447 6 0 2
448 2 1 -3
449 4 2 3
450 -5 -2 4
451 1 0 -8
452 2 -4 -10
453 8 1 -2
454 1 -4 1
455 -3 -8 -2
456 -1 -9 0
457 10 -1 -10
458 -10 -2 -2
459 -1 -4 -2
460 7 -4 1
461 -8 -7 0
462 2 -3 -6
463 0 6 -4
464 -6 0 5
465 -10 -4 1
466 1 -1 -2
467 2 -3 -4
468 0 2 8
469 8 10 0
470 -8 -4 1
471 -9 6 -2
472 -2 7 -4
473 4 -3 -9
474 -9 2 2
475 -9 -4 1
476 9 -1 -1
477 0 7 0
478 -3 -2 -9
479 1 6 -6
480 7 10 0
481 -6 9 1
482 0 -10 -9
483 0 9 -7
484 -3 -5 -7
485 9 0 4
486 -3 -3 7
487 6 -1 -7
488 6 0 10
489 0 -2 -8
490 -5 2 -9
491 -1 -9 -5
492 0 -1 9
493 -7 0 -9
494 0 2 8
495 8 4 -3
496 2 8 3
497 0 -9 3
498 1 -2 -6
499 -4 -6 -2
500 0 -6 -8
501 -2 -8 -1
502 3 1 0
503 1 -2 -3
504 -4 -5 -5
505 -3 0 4
506 1 -1 -3
507 -1 9 -3
508 9 1 -4
509 -1 0 -8
510 4 3 3
511 -7 8 1
512 -8 -2 1
513 1 10 2
514 2 -5 -8
515 -9 0 4
516 10 3 0
517 -3 -10 4
518 -4 -7 -3
519 -4 5 1
520 7 0 -4
521 -7 2 0
522 -10 -3 -1
523 0 -2 6
524 -5 -2 -8
525 0 -7 9
526 -9 0 -10
527 -6 10 -1
528 -10 1 -1
529 10 0 -1
530 5 3 -3
531 -5 -4 -7
532 -1 -2 7
533 -2 0 4
534 7 -2 -1
535 0 -8 -4
536 -5 -4 -3
537 5 -2 3
538 4 2 -8
539 0 3 -4
540 -7 3 -1
541 -10 10 0
542 2 5 -5
543 -3 -1 9
544 5 0 5
545 -7 2 -4
546 0 1 -6
547 -6 0 10
548 0 9 6
549 -2 6 -7
550 -7 -9 -1
551 -8 2 0
552 10 -4 0
553 0 5 -7
554 -7 0 -5
555 -2 -5 -5
556 -1 -7 7
557 1 -10 -3
558 4 -2 -10
559 4 -2 9
560 -5 0 6
561 -2 -2 3
562 -6 3 4
563 2 -6 -6
564 3 9 -3
565 -8 -4 -4
566 0 5 -3
567 1 -6 -10
568 -4 -2 -5
569 -5 5 2
570 2 5 -7
571 -6 2 6
572 -2 -2 5
573 5 -1 -8
574 6 -8 0
575 -3 -8 -4
576 3 8 -2
577 5 5 -3
578 -3 4 1
579 9 -2 -3
580 2 2 -3
581 10 4 0
582 -2 0 -9
583 -4 -9 0
584 -1 10 6
585 4 -2 9
586 6 -1 -9
587 -9 2 4
588 10 2 -2
589 -10 10 -1
590 -8 -4 0
591 -9 0 -3
592 4 4 1
593 4 -3 -9
594 2 3 -7
595 -1 -10 9
596 3 -4 8
597 -10 1 2
598 -6 -8 -2
599 1 -5 -7
600 -1 9 -1
601 1 1 5
602 2 0 -8
603 0 9 4
604 -2 8 5
605 5 2 0
606 2 5 -2
607 1 7 4
608 -9 -3 1
609 -6 -2 3
610 9 -1 0
611 -6 2 1
612 7 3 -2
613 -5 3 -6
614 -1 -2 -1
615 -8 -1 0
616 3 1 7
617 -2 10 -1
618 1 1 2
619 4 -4 1
620 0 0 -5
621 -4 -4 8
622 0 8 10
623 8 -8 -1
624 5 6 -2
625 -5 -5 -5
626 -4 -10 1
627 -2 -1 -1
628 -4 -1 -4
629 -1 5 -3
630 3 -6 1
631 -2 -3 2
632 -6 4 -2
633 3 -10 -3
634 6 -4 -1
635 2 -3 -9
636 -3 0 -6
637 4 -7 1
638 2 -5 -1
639 -3 4 -4
640 -4 3 1
641 -1 -2 9
642 8 -8 0
643 0 0 9
644 1 -2 -3
645 10 0 -10
646 2 -10 2
647 2 3 -4
648 2 5 -1
649 3 -2 3
650 -10 1 -5
651 -1 3 9
652 -3 2 1
653 -10 2 3
654 -2 -10 -5
655 -3 -8 4
656 -7 -5 -3
657 -1 4 -2
658 0 0 -10
659 -9 0 -2
660 -8 -6 1
661 -1 -1 9
662 -1 -2 2
663 -4 -5 -6
664 3 -4 -7
665 -1 -3 5
666 -1 3 2
667 -1 1 6
668 5 3 -2
669 1 0 8
670 1 -5 -4
671 -2 7 -2
672 -4 3 7
673 5 0 4
674 3 -1 -6
675 -3 -1 -4
676 3 -6 -3
677 4 0 -2
678 -1 -3 7
679 4 9 -1
680 3 -2 -10
681 -4 -8 -1
682 -8 3 -3
683 -10 -1 0
684 -1 6 4
685 8 4 -3
686 -5 2 -5
687 1 0 2
688 5 -1 -10
689 1 0 6
690 0 1 -2
691 -2 7 1
692 1 -10 -3
693 -7 -6 -2
694 6 -2 1
695 0 6 -8
696 -4 -5 -1
697 4 -5 -5
698 -2 -6 7
699 -6 -2 1
700 -7 -4 -2
701 -10 0 2
702 4 1 6
703 -1 -3 -9
704 3 -9 -4
705 -7 -2 -7
706 5 2 -1
707 -3 -7 -5
708 9 5 -1
709 -10 -7 -1
710 -6 -9 -1
711 -7 7 1
712 -10 -2 0
713 -5 2 3
714 0 3 1
715 -1 -2 -5
716 5 -9 1
717 -1 -8 10
718 1 -9 4
719 1 8 -2
720 4 3 5
721 -7 6 -2
722 7 0 -7
723 1 1 10
724 8 -4 -4
725 10 -2 3
726 3 0 2
727 -6 -1 7
728 -4 1 -2
729 -5 -10 -1
730 -7 -1 7
731 -7 -3 -4
732 1 9 -3
733 -4 0 -6
734 8 1 0
735 5 -2 1
736 -8 -2 2
737 -9 0 1
738 -7 2 2
739 6 -2 -9
740 7 -7 -2
741 -1 -10 -10
742 2 9 0
743 3 -6 1
744 -8 2 2
745 3 2 -2
746 8 -10 -1
747 -5 -1 -5
748 2 -5 -5
749 1 1 0
750 -3 -2 -8
751 -3 -2 -3
752 0 2 1
753 -2 9 -5
754 0 -9 -4
755 0 -3 9
756 -2 5 -3
757 -5 -7 1
758 -8 2 -5
759 -7 5 -3
760 4 -6 0
761 7 3 1
762 3 6 0
763 8 4 -2
764 3 1 -8
765 1 -4 9
766 -5 -5 -3
767 -3 -4 -1
768 3 -3 -9
769 -5 -8 -3
770 -8 -1 7
771 9 -1 -5
772 -7 0 0
773 -6 -5 0
774 6 -3 1
775 -1 -4 8
776 2 1 -8
777 -6 -3 -2
778 -1 5 -10
779 1 -3 -6
780 1 2 8
781 -1 -6 1
782 -9 1 -5
783 3 -3 2
784 1 -5 -2
785 7 6 -1
786 8 -6 -1
787 0 -9 -10
788 -1 10 -9
789 -1 6 0
790 -3 0 6
791 0 -1 -4
792 3 9 0
793 1 -6 4
794 3 5 -3
795 6 -3 -4
796 6 -2 -8
797 -6 0 -2
798 2 1 -4
799 -4 -1 -5
800 1 1 5
801 4 -4 -4
802 8 -1 0
803 -6 -1 3
804 4 -1 -5
805 -6 0 -5
806 0 0 10
807 -5 5 0
808 -1 8 -9
809 -4 9 1
810 4 -4 -4
811 -1 3 -7
812 -4 -10 -1
813 0 9 7
814 -1 2 9
815 4 0 -6
816 -7 -2 0
817 10 -3 -3
818 4 -6 0
819 6 0 -7
820 0 9 -6
821 7 -7 0
822 3 -2 -5
823 7 0 2
824 -4 2 10
825 -4 -1 8
826 -3 -10 4
827 1 7 3
828 4 -3 -10
829 -7 -6 -3
830 2 3 2
831 0 7 4
832 1 5 -2
833 -3 -1 -4
834 3 3 6
835 -5 3 -3
836 -5 4 -4
837 3 1 10
838 -5 7 1
839 3 3 2
840 3 -2 -4
841 -5 10 -1
842 -4 -9 2
843 1 1 10
844 -1 -5 -6
845 3 -4 -1
846 -8 0 -1
847 1 -10 -3
848 -1 3 10
849 -2 -10 -1
850 -7 0 -9
851 6 4 1
852 -4 10 -1
853 -5 -10 -2
854 -2 3 9
855 -2 6 5
856 -6 -10 1
857 2 8 4
858 -6 1 -2
859 -6 4 -4
860 6 -6 0
861 -7 -9 -1
862 -4 0 -4
863 1 4 1
864 1 -2 -7
865 -7 6 -2
866 -3 2 7
867 -6 -1 -7
868 6 3 -3
869 5 -1 2
870 7 1 -3
871 -6 -3 -5
872 -6 9 -2
873 -2 -10 5
874 -1 -5 5
875 5 1 0
876 3 -10 0
877 8 2 -2
878 10 -6 -2
879 6 -7 1
880 -4 9 -2
881 3 -4 6
882 7 -6 -2
883 -3 1 4
884 -8 3 0
885 -1 8 2
886 2 0 1
887 5 4 -2
888 -4 -2 9
889 7 1 0
890 5 -4 1
891 -1 1 1
892 -7 -1 2
893 -1 -9 5
894 4 0 -10
895 0 -4 -2
896 -5 1 -7
897 -5 3 5
898 -6 -10 1
899 -2 0 -2
900 0 4 -2
901 6 -3 -4
902 -7 0 -5
903 -8 -1 3
904 9 -1 8
905 1 4 4
906 1 -1 -9
907 9 -2 4
908 -3 10 -2
909 1 7 -3
910 10 -5 0
911 4 -6 -2
912 2 -3 1
913 7 1 2
914 -8 -1 -1
915 -1 10 1
916 -1 -4 4
917 3 -3 6
918 1 -7 -6
919 -8 -1 7
920 -9 1 0
921 9 -2 3
922 0 -5 -9
923 0 3 -4
924 10 0 -4
925 -6 -3 -3
926 2 2 5
927 -5 3 1
928 -5 1 4
929 -3 -2 -6
930 7 1 -5
931 0 -3 5
932 9 1 -4
933 0 1 -7
934 5 1 -8
935 8 -1 -3
936 7 0 3
937 3 -4 -8
938 -5 3 -2
939 -1 -2 -7
940 -3 -4 7
941 2 7 2
942 -1 3 4
943 -3 4 -3
944 8 -5 0
945 5 3 0
946 1 -2 -7
947 5 4 -2
948 -3 4 5
949 -5 0 -5
950 8 -9 -1
951 2 -3 9
952 -6 0 -7
953 0 8 -4
954 0 -2 -10
955 2 -4 7
956 4 4 2
957 8 -1 10
958 -4 -4 -9
959 8 -7 -1
960 -3 5 0
961 -1 0 1
962 1 -8 -5
963 -5 0 9
964 -10 2 -2
965 3 -3 -8
966 -3 2 -1
967 -1 4 -1
968 -1 1 -1
969 -1 8 -3
970 0 -5 -9
971 -1 -2 -10
972 -3 6 0
973 8 2 2
974 0 4 6
975 1 -6 10
976 5 2 2
977 -5 9 -1
978 1 -6 10
979 -7 6 -2
980 0 -5 8
981 0 1 -8
982 8 -1 -3
983 4 -10 -3
984 -4 6 2
985 -2 -3 -8
986 0 9 -4
987 2 -5 0
988 1 -2 -10
989 -6 0 -3
990 6 -6 2
991 9 -3 -1
992 1 -3 4
993 -9 -1 -4
994 -10 2 -3
995 2 -3 0
996 -2 0 6
997 -2 7 6
998 -3 5 -6
999 0 6 -8
1000 -4 -3 7
1001 8 -5 0
1002 -4 7 -2
1003 1 -1 5
1004 -4 1 6
1005 -2 5 10
1006 -1 -1 -5
1007 -2 8 -5
1008 -1 -6 -3
1009 3 1 2
1010 10 -10 0
1011 0 -7 2
1012 -1 -2 -5
1013 -9 1 -3
1014 7 -2 -2
1015 -9 0 -8
1016 5 -1 -2
1017 -1 5 5
1018 -8 1 -6
1019 -5 1 6
1020 5 -2 -4
1021 -1 -10 -1
1022 -5 -1 -6
1023 7 -2 5
1024 6 -5 3
1025 -6 -5 2
1026 10 -1 -3
1027 5 -2 -7
1028 2 -1 0
1029 -1 -1 -8
1030 5 -6 -1
1031 -6 -3 -5
1032 6 -2 1
1033 -9 -1 3
1034 -2 -1 5
1035 -7 4 -2
1036 1 -5 6
1037 -1 9 -9
1038 -3 4 8
1039 1 -7 -4
1040 -4 1 -3
1041 -5 -1 5
1042 5 3 3
1043 -3 6 -3
1044 -2 -10 4
1045 -2 -7 2
1046 6 -1 -9
1047 6 -2 -2
1048 -3 -1 -6
1049 5 -6 2
1050 -4 -4 -7
1051 -7 1 -3
1052 -7 -4 -5
1053 -1 3 5
1054 0 -1 10
1055 -7 3 -5
1056 1 -8 6
1057 7 -4 3
1058 1 -4 3
1059 8 0 -7
1060 4 1 -2
1061 0 10 4
1062 -6 3 3
1063 2 6 -4
1064 10 0 4
1065 2 3 -1
1066 0 6 -1
1067 5 -2 1
1068 9 -7 0
1069 -8 -1 -9
1070 -1 3 -4
1071 3 0 9
1072 0 4 -1
1073 8 3 2
1074 -4 5 1
1075 -3 7 -4
1076 10 -7 0
1077 -3 -6 -5
1078 -3 0 6
1079 1 4 1
1080 2 2 2
1081 -3 -2 -4
1082 0 4 3
1083 1 4 -3
1084 1 10 0
1085 -1 -5 -10
1086 -5 -6 -2
1087 6 -10 0
1088 4 2 -6
1089 -8 0 3
1090 4 1 3
1091 -8 -2 4
1092 1 2 8
1093 5 3 -5
1094 -2 -10 -5
1095 7 -4 -2
1096 -2 9 -2
1097 7 7 0
1098 2 1 -9
1099 2 -9 1
1100 1 -5 5
1101 -5 3 5
1102 -1 8 -6
1103 -3 -2 -7
1104 4 -1 -5
1105 8 6 0
1106 1 -4 8
1107 2 1 -4
1108 1 0 0
1109 4 -10 1
1110 -5 -2 -7
1111 -6 9 1
1112 6 -4 2
1113 -9 0 -3
1114 5 -2 -2
1115 0 7 0
1116 8 -1 9
1117 -6 2 -4
1118 4 -7 -2
1119 3 -5 -7
1120 2 -1 -8
1121 -1 -10 4
1122 3 -9 0
1123 1 -5 -1
1124 3 9 0
1125 9 -4 2
1126 -2 7 3
1127 4 -5 -2
1128 4 -6 -2
1129 3 -1 -8
1130 -7 -8 1
1131 -10 -1 -10
1132 6 -7 0
1133 5 -1 5
1134 -3 2 6
1135 -2 4 5
1136 10 -3 1
1137 1 -10 -6
1138 7 4 0
1139 -1 -3 10
1140 3 -10 2
1141 2 -1 -4
1142 -2 -3 6
1143 1 -6 -8
1144 -3 4 -8
1145 6 4 -2
1146 0 5 -7
1147 -5 -2 -9
1148 6 5 -2
1149 2 -2 -8
1150 -5 -1 10
1151 -5 6 2
1152 1 0 -1
1153 -1 -4 0
1154 4 7 2
1155 1 -6 3
1156 3 -6 -4
1157 0 5 10
1158 -7 -4 -5
1159 -5 1 4
1160 -3 -8 -2
1161 -3 1 -10
1162 -1 7 -5
1163 -5 1 -4
1164 -8 0 -3
1165 -5 4 2
1166 8 2 -3
1167 8 -1 3
1168 -10 2 -4
1169 7 0 6
1170 1 4 -7
1171 -2 7 0
1172 7 -1 -3
1173 2 -1 -10
1174 0 -3 8
1175 -10 -1 -10
1176 -7 8 1
1177 -2 2 -1
1178 3 4 4
1179 9 -1 -2
1180 0 -4 7
1181 -2 1 10
1182 6 5 1
1183 4 -4 -3
1184 -3 7 2
1185 -1 6 3
1186 -9 10 -1
1187 3 -7 -2
1188 -3 1 4
1189 0 2 10
1190 1 -5 8
1191 -2 6 3
1192 -6 -1 9
1193 2 -3 7
1194 8 -1 4
1195 2 9 -5
1196 5 2 3
1197 -4 2 5
1198 8 1 3
1199 3 -6 -4
1200 0 -4 6
1201 -5 -8 -2
1202 -8 -4 0
1203 5 -3 -1
1204 -7 -3 -4
1205 1 -7 -1
1206 10 7 -1
1207 -1 -4 3
1208 -2 7 -6
1209 -1 -8 -4
1210 3 -1 -7
1211 6 0 4
1212 4 0 4
1213 4 10 1
1214 -5 -5 1
1215 -5 -2 7
1216 1 5 -9
1217 -2 4 3
1218 2 0 10
1219 5 5 -1
1220 -6 2 -6
1221 -8 3 1
1222 -1 -7 1
1223 2 5 -3
1224 8 2 2
1225 -8 2 1
1226 8 -8 0
1227 -2 10 -1
1228 7 0 -7
1229 0 9 1
1230 8 1 6
1231 0 6 -5
1232 -2 6 -4
1233 -3 -2 7
1234 -6 0 5
1235 -8 0 9
1236 2 -8 4
1237 6 -3 -4
1238 1 -4 8
1239 6 3 -1
1240 -1 4 3
1241 -5 -10 2
1242 -2 -3 6
1243 7 0 -8
1244 8 -1 -5
1245 -10 2 -3
1246 -4 4 -1
1247 -1 0 -9
1248 3 3 -8
1249 -3 -1 1
1250 -1 1 2
1251 -5 1 10
1252 -4 -7 4
1253 -7 3 -2
1254 -2 2 8
1255 7 -4 3
1256 -7 2 -6
1257 -2 -2 1
1258 10 -1 3
1259 3 2 -7
1260 -7 8 0
1261 -1 -1 4
1262 -5 0 4
1263 1 -1 -6
1264 -2 10 -2
1265 -3 -10 -4
1266 -4 -4 7
1267 -3 -8 -3
1268 -2 0 9
1269 3 -3 6
1270 4 -10 -2
1271 -1 -6 6
1272 4 -9 -3
1273 -2 1 10
1274 -5 -2 -9
1275 -3 0 8
1276 0 -10 -1
1277 -6 10 0
1278 2 2 4
1279 4 -10 -1
1280 -6 1 10
1281 0 10 3
1282 1 8 -4
1283 -9 2 -5
1284 -1 -4 -9
1285 1 -8 -3
1286 4 6 -3
1287 4 4 3
1288 -1 -2 8
1289 2 -4 -2
1290 2 0 -6
1291 0 -9 -5
1292 8 -2 -3
1293 -8 10 0
1294 -10 -1 1
1295 0 -8 3
1296 -1 -1 4
1297 3 -5 0
1298 6 -2 1
1299 3 2 -1
1300 -1 -5 5
1301 6 2 -1
1302 -4 1 8
1303 -4 -2 4
1304 1 -4 0
1305 0 -4 -9
1306 -2 7 5
1307 -8 -7 1
1308 0 -1 -2
1309 -9 0 1
1310 -4 -2 -5
1311 -6 -5 -3
1312 -2 -3 -6
1313 5 -4 -4
1314 -5 3 2
1315 -5 0 0
1316 -8 0 7
1317 8 -5 -2
1318 -4 0 -3
1319 -9 10 0
1320 -10 -2 2
1321 -1 9 1
1322 -1 2 -6
1323 4 0 8
1324 0 -2 -8
1325 -7 0 -5
1326 -10 3 -2
1327 6 8 -1
1328 5 -3 -2
1329 8 -1 -3
1330 6 -3 3
1331 -3 -8 4
1332 -7 -2 -3
1333 -3 4 -9
1334 5 1 4
1335 -5 -2 8
1336 1 -3 9
1337 0 -2 3
1338 -6 -6 2
1339 2 -1 3
1340 -7 -10 -1
1341 -6 -6 -3
1342 -4 -2 6
1343 7 7 0
1344 -3 3 -8
1345 -4 -4 -4
1346 -1 -5 -1
1347 -7 -4 1
1348 -1 0 -1
1349 10 5 0
1350 1 -4 3
1351 -4 3 -8
1352 -1 3 -8
1353 4 2 6
1354 4 -9 -3
1355 1 -4 0
1356 8 -2 -3
1357 3 -3 -10
1358 -3 -4 -8
1359 0 -4 -1
1360 0 5 -4
1361 0 2 3
1362 -9 -9 -1
1363 -6 -1 -1
1364 1 3 0
1365 1 9 -2
1366 6 0 -2
1367 -4 5 0
1368 7 0 5
1369 5 -6 1
1370 -6 -2 -1
1371 -4 -2 9
1372 -4 -4 3
1373 2 2 2
1374 -7 2 0
1375 -7 2 -5
1376 8 -1 -6
1377 -7 -3 -5
1378 3 1 -6
1379 -1 3 8
1380 1 1 1
1381 8 -2 -6
1382 7 -2 -7
1383 2 -3 1
1384 2 4 2
1385 1 -4 10
1386 -8 0 7
1387 6 1 -9
1388 -3 -9 -4
1389 3 -4 -7
1390 -1 7 -3
1391 -9 1 4
1392 -5 3 6
1393 1 -6 9
1394 -2 -1 -7
1395 6 -8 -1
1396 -5 -1 6
1397 3 5 -3
1398 -1 -8 3
1399 1 -1 1
1400 1 4 9
1401 0 2 9
1402 10 -3 -4
1403 2 -9 1
1404 -8 2 0
1405 1 -7 -9
1406 -1 -6 -2
1407 -5 -6 1
1408 5 10 -1
1409 -1 -7 2
1410 -10 0 5
1411 -2 -8 2
1412 1 -1 4
1413 2 6 -4
1414 1 -6 2
1415 -9 -10 0
1416 -1 4 3
1417 -9 -4 -1
1418 7 1 -2
1419 -3 8 -2
1420 -4 2 10
1421 9 -1 5
1422 0 -4 1
1423 3 2 -8
1424 -2 -4 1
1425 -6 -9 -2
1426 -7 2 1
1427 6 -4 -3
1428 1 -5 0
1429 -5 -9 1
1430 4 -2 3
1431 1 -1 -1
